region_id,crop_id,date,price_inr_per_kg,market_name
telangana_medak,maize,2024-06-01,17.58,Medak APMC
telangana_medak,maize,2024-07-01,23.87,Medak APMC
telangana_medak,maize,2024-08-01,17.0,Medak APMC
telangana_medak,maize,2024-09-01,20.63,Medak APMC
telangana_medak,maize,2024-10-01,20.75,Medak APMC
telangana_medak,maize,2024-11-01,20.13,Medak APMC
telangana_medak,maize,2024-12-01,24.04,Medak APMC
telangana_medak,maize,2025-01-01,22.89,Medak APMC
telangana_medak,maize,2025-02-01,20.45,Medak APMC
telangana_medak,maize,2025-03-01,15.88,Medak APMC
telangana_medak,maize,2025-04-01,18.13,Medak APMC
telangana_medak,maize,2025-05-01,21.58,Medak APMC
telangana_medak,maize,2025-06-01,24.73,Medak APMC
telangana_medak,maize,2025-07-01,18.95,Medak APMC
telangana_medak,maize,2025-08-01,22.0,Medak APMC
telangana_medak,maize,2025-09-01,24.79,Medak APMC
telangana_medak,maize,2025-10-01,21.41,Medak APMC
telangana_medak,maize,2025-11-01,19.44,Medak APMC
telangana_medak,maize,2025-12-01,17.91,Medak APMC
telangana_medak,sugarcane,2024-01-01,3.59,Medak APMC
telangana_medak,sugarcane,2024-02-01,3.28,Medak APMC
telangana_medak,sugarcane,2024-03-01,3.37,Medak APMC
telangana_medak,sugarcane,2024-04-01,3.77,Medak APMC
telangana_medak,sugarcane,2024-05-01,3.71,Medak APMC
telangana_medak,sugarcane,2024-06-01,3.26,Medak APMC
telangana_medak,sugarcane,2024-07-01,3.24,Medak APMC
telangana_medak,sugarcane,2024-08-01,3.49,Medak APMC
telangana_medak,sugarcane,2024-09-01,3.59,Medak APMC
telangana_medak,sugarcane,2024-10-01,3.77,Medak APMC
telangana_medak,sugarcane,2024-11-01,3.69,Medak APMC
telangana_medak,sugarcane,2024-12-01,3.5,Medak APMC
telangana_medak,sugarcane,2025-01-01,3.43,Medak APMC
telangana_medak,sugarcane,2025-02-01,3.32,Medak APMC
telangana_medak,sugarcane,2025-03-01,3.07,Medak APMC
telangana_medak,sugarcane,2025-04-01,3.47,Medak APMC
telangana_medak,sugarcane,2025-05-01,3.91,Medak APMC
telangana_medak,sugarcane,2025-06-01,3.97,Medak APMC
telangana_medak,sugarcane,2025-07-01,3.13,Medak APMC
telangana_medak,sugarcane,2025-08-01,3.86,Medak APMC
telangana_medak,sugarcane,2025-09-01,3.22,Medak APMC
telangana_medak,sugarcane,2025-10-01,3.15,Medak APMC
telangana_medak,sugarcane,2025-11-01,3.61,Medak APMC
telangana_medak,sugarcane,2025-12-01,3.76,Medak APMC
telangana_medak,cotton,2024-01-01,63.76,Medak APMC
telangana_medak,cotton,2024-02-01,59.09,Medak APMC
telangana_medak,cotton,2024-03-01,63.71,Medak APMC
telangana_medak,cotton,2024-04-01,65.71,Medak APMC
telangana_medak,cotton,2024-05-01,78.83,Medak APMC
telangana_medak,cotton,2024-06-01,71.47,Medak APMC
telangana_medak,cotton,2024-07-01,74.95,Medak APMC
telangana_medak,cotton,2024-08-01,82.45,Medak APMC
telangana_medak,cotton,2024-09-01,61.01,Medak APMC
telangana_medak,cotton,2024-10-01,75.89,Medak APMC
telangana_medak,cotton,2024-11-01,80.52,Medak APMC
telangana_medak,cotton,2024-12-01,77.55,Medak APMC
telangana_medak,cotton,2025-01-01,55.78,Medak APMC
telangana_medak,cotton,2025-02-01,82.6,Medak APMC
telangana_medak,cotton,2025-03-01,68.82,Medak APMC
telangana_medak,cotton,2025-04-01,70.26,Medak APMC
telangana_medak,cotton,2025-05-01,57.72,Medak APMC
telangana_medak,cotton,2025-06-01,81.07,Medak APMC
telangana_medak,cotton,2025-07-01,57.64,Medak APMC
telangana_medak,cotton,2025-08-01,65.91,Medak APMC
telangana_medak,cotton,2025-09-01,81.65,Medak APMC
telangana_medak,cotton,2025-10-01,77.91,Medak APMC
telangana_medak,cotton,2025-11-01,68.85,Medak APMC
telangana_medak,cotton,2025-12-01,57.67,Medak APMC
telangana_medak,pulses,2024-01-01,81.24,Medak APMC
telangana_medak,pulses,2024-02-01,81.49,Medak APMC
telangana_medak,pulses,2024-03-01,85.21,Medak APMC
telangana_medak,pulses,2024-04-01,58.39,Medak APMC
telangana_medak,pulses,2024-05-01,73.12,Medak APMC
telangana_medak,pulses,2024-06-01,65.51,Medak APMC
telangana_medak,pulses,2024-07-01,81.72,Medak APMC
telangana_medak,pulses,2024-08-01,75.57,Medak APMC
telangana_medak,pulses,2024-09-01,61.51,Medak APMC
telangana_medak,pulses,2024-10-01,78.25,Medak APMC
telangana_medak,pulses,2024-11-01,88.28,Medak APMC
telangana_medak,pulses,2024-12-01,74.22,Medak APMC
telangana_medak,pulses,2025-01-01,62.18,Medak APMC
telangana_medak,pulses,2025-02-01,85.73,Medak APMC
telangana_medak,pulses,2025-03-01,81.42,Medak APMC
telangana_medak,pulses,2025-04-01,82.32,Medak APMC
telangana_medak,pulses,2025-05-01,87.02,Medak APMC
telangana_medak,pulses,2025-06-01,79.66,Medak APMC
telangana_medak,pulses,2025-07-01,83.6,Medak APMC
telangana_medak,pulses,2025-08-01,84.31,Medak APMC
telangana_medak,pulses,2025-09-01,79.21,Medak APMC
telangana_medak,pulses,2025-10-01,76.59,Medak APMC
telangana_medak,pulses,2025-11-01,85.55,Medak APMC
telangana_medak,pulses,2025-12-01,57.42,Medak APMC
telangana_medak,groundnut,2024-01-01,58.57,Medak APMC
telangana_medak,groundnut,2024-02-01,53.01,Medak APMC
telangana_medak,groundnut,2024-03-01,63.9,Medak APMC
telangana_medak,groundnut,2024-04-01,66.67,Medak APMC
telangana_medak,groundnut,2024-05-01,73.77,Medak APMC
telangana_medak,groundnut,2024-06-01,56.01,Medak APMC
telangana_medak,groundnut,2024-07-01,69.7,Medak APMC
telangana_medak,groundnut,2024-08-01,66.66,Medak APMC
telangana_medak,groundnut,2024-09-01,68.96,Medak APMC
telangana_medak,groundnut,2024-10-01,49.06,Medak APMC
telangana_medak,groundnut,2024-11-01,58.48,Medak APMC
telangana_medak,groundnut,2024-12-01,45.3,Medak APMC
telangana_medak,groundnut,2025-01-01,59.64,Medak APMC
telangana_medak,groundnut,2025-02-01,50.16,Medak APMC
telangana_medak,groundnut,2025-03-01,71.28,Medak APMC
telangana_medak,groundnut,2025-04-01,57.91,Medak APMC
telangana_medak,groundnut,2025-05-01,52.32,Medak APMC
telangana_medak,groundnut,2025-06-01,63.74,Medak APMC
telangana_medak,groundnut,2025-07-01,70.88,Medak APMC
telangana_medak,groundnut,2025-08-01,63.29,Medak APMC
telangana_medak,groundnut,2025-09-01,65.13,Medak APMC
telangana_medak,groundnut,2025-10-01,64.07,Medak APMC
telangana_medak,groundnut,2025-11-01,56.17,Medak APMC
telangana_medak,groundnut,2025-12-01,73.17,Medak APMC
telangana_medak,soybean,2024-01-01,40.83,Medak APMC
telangana_medak,soybean,2024-02-01,40.74,Medak APMC
telangana_medak,soybean,2024-03-01,47.29,Medak APMC
telangana_medak,soybean,2024-04-01,40.21,Medak APMC
telangana_medak,soybean,2024-05-01,61.65,Medak APMC
telangana_medak,soybean,2024-06-01,51.51,Medak APMC
telangana_medak,soybean,2024-07-01,47.15,Medak APMC
telangana_medak,soybean,2024-08-01,57.29,Medak APMC
telangana_medak,soybean,2024-09-01,51.72,Medak APMC
telangana_medak,soybean,2024-10-01,56.68,Medak APMC
telangana_medak,soybean,2024-11-01,62.89,Medak APMC
telangana_medak,soybean,2024-12-01,48.09,Medak APMC
telangana_medak,soybean,2025-01-01,67.1,Medak APMC
telangana_medak,soybean,2025-02-01,68.03,Medak APMC
telangana_medak,soybean,2025-03-01,56.2,Medak APMC
telangana_medak,soybean,2025-04-01,68.29,Medak APMC
telangana_medak,soybean,2025-05-01,67.37,Medak APMC
telangana_medak,soybean,2025-06-01,45.63,Medak APMC
telangana_medak,soybean,2025-07-01,43.12,Medak APMC
telangana_medak,soybean,2025-08-01,50.47,Medak APMC
telangana_medak,soybean,2025-09-01,59.34,Medak APMC
telangana_medak,soybean,2025-10-01,55.01,Medak APMC
telangana_medak,soybean,2025-11-01,50.25,Medak APMC
telangana_medak,soybean,2025-12-01,54.55,Medak APMC
mp_sehore,rice,2024-01-01,21.28,Sehore Mandi
mp_sehore,rice,2024-02-01,28.44,Sehore Mandi
mp_sehore,rice,2024-03-01,27.17,Sehore Mandi
mp_sehore,rice,2024-04-01,27.17,Sehore Mandi
mp_sehore,rice,2024-05-01,26.57,Sehore Mandi
mp_sehore,rice,2024-06-01,18.07,Sehore Mandi
mp_sehore,rice,2024-07-01,25.99,Sehore Mandi
mp_sehore,rice,2024-08-01,23.21,Sehore Mandi
mp_sehore,rice,2024-09-01,28.32,Sehore Mandi
mp_sehore,rice,2024-10-01,25.67,Sehore Mandi
mp_sehore,rice,2024-11-01,25.41,Sehore Mandi
mp_sehore,rice,2024-12-01,18.45,Sehore Mandi
mp_sehore,rice,2025-01-01,23.09,Sehore Mandi
mp_sehore,rice,2025-02-01,26.02,Sehore Mandi
mp_sehore,rice,2025-03-01,28.01,Sehore Mandi
mp_sehore,rice,2025-04-01,23.14,Sehore Mandi
mp_sehore,rice,2025-05-01,24.1,Sehore Mandi
mp_sehore,rice,2025-06-01,19.16,Sehore Mandi
mp_sehore,rice,2025-07-01,18.75,Sehore Mandi
mp_sehore,rice,2025-08-01,22.35,Sehore Mandi
mp_sehore,rice,2025-09-01,24.77,Sehore Mandi
mp_sehore,rice,2025-10-01,29.76,Sehore Mandi
mp_sehore,rice,2025-11-01,22.77,Sehore Mandi
mp_sehore,rice,2025-12-01,21.18,Sehore Mandi
mp_sehore,wheat,2024-01-01,30.68,Sehore Mandi
mp_sehore,wheat,2024-02-01,23.8,Sehore Mandi
mp_sehore,wheat,2024-03-01,20.01,Sehore Mandi
mp_sehore,wheat,2024-04-01,30.36,Sehore Mandi
mp_sehore,wheat,2024-05-01,31.17,Sehore Mandi
mp_sehore,wheat,2024-06-01,29.26,Sehore Mandi
mp_sehore,wheat,2024-07-01,28.77,Sehore Mandi
mp_sehore,wheat,2024-08-01,22.58,Sehore Mandi
mp_sehore,wheat,2024-09-01,22.82,Sehore Mandi
mp_sehore,wheat,2024-10-01,22.49,Sehore Mandi
mp_sehore,wheat,2024-11-01,29.9,Sehore Mandi
mp_sehore,wheat,2024-12-01,27.26,Sehore Mandi
mp_sehore,wheat,2025-01-01,24.38,Sehore Mandi
mp_sehore,wheat,2025-02-01,22.54,Sehore Mandi
mp_sehore,wheat,2025-03-01,23.48,Sehore Mandi
mp_sehore,wheat,2025-04-01,20.55,Sehore Mandi
mp_sehore,wheat,2025-05-01,31.19,Sehore Mandi
mp_sehore,wheat,2025-06-01,25.88,Sehore Mandi
mp_sehore,wheat,2025-07-01,23.22,Sehore Mandi
mp_sehore,wheat,2025-08-01,28.39,Sehore Mandi
mp_sehore,wheat,2025-09-01,25.05,Sehore Mandi
mp_sehore,wheat,2025-10-01,20.48,Sehore Mandi
mp_sehore,wheat,2025-11-01,30.34,Sehore Mandi
mp_sehore,wheat,2025-12-01,26.01,Sehore Mandi
mp_sehore,maize,2024-01-01,17.32,Sehore Mandi
mp_sehore,maize,2024-02-01,16.18,Sehore Mandi
mp_sehore,maize,2024-03-01,18.47,Sehore Mandi
mp_sehore,maize,2024-04-01,17.68,Sehore Mandi
mp_sehore,maize,2024-05-01,22.2,Sehore Mandi
mp_sehore,maize,2024-06-01,22.98,Sehore Mandi
mp_sehore,maize,2024-07-01,21.93,Sehore Mandi
mp_sehore,maize,2024-08-01,21.97,Sehore Mandi
mp_sehore,maize,2024-09-01,24.36,Sehore Mandi
mp_sehore,maize,2024-10-01,21.3,Sehore Mandi
mp_sehore,maize,2024-11-01,16.96,Sehore Mandi
mp_sehore,maize,2024-12-01,24.98,Sehore Mandi
mp_sehore,maize,2025-01-01,20.79,Sehore Mandi
mp_sehore,maize,2025-02-01,18.12,Sehore Mandi
mp_sehore,maize,2025-03-01,23.2,Sehore Mandi
mp_sehore,maize,2025-04-01,17.82,Sehore Mandi
mp_sehore,maize,2025-05-01,19.3,Sehore Mandi
mp_sehore,maize,2025-06-01,19.61,Sehore Mandi
mp_sehore,maize,2025-07-01,17.89,Sehore Mandi
mp_sehore,maize,2025-08-01,25.83,Sehore Mandi
mp_sehore,maize,2025-09-01,22.01,Sehore Mandi
mp_sehore,maize,2025-10-01,20.71,Sehore Mandi
mp_sehore,maize,2025-11-01,15.24,Sehore Mandi
mp_sehore,maize,2025-12-01,25.4,Sehore Mandi
mp_sehore,sugarcane,2024-01-01,3.84,Sehore Mandi
mp_sehore,sugarcane,2024-02-01,3.18,Sehore Mandi
mp_sehore,sugarcane,2024-03-01,3.02,Sehore Mandi
mp_sehore,sugarcane,2024-04-01,3.97,Sehore Mandi
mp_sehore,sugarcane,2024-05-01,3.76,Sehore Mandi
mp_sehore,sugarcane,2024-06-01,3.14,Sehore Mandi
mp_sehore,sugarcane,2024-07-01,3.33,Sehore Mandi
mp_sehore,sugarcane,2024-08-01,3.33,Sehore Mandi
mp_sehore,sugarcane,2024-09-01,3.11,Sehore Mandi
mp_sehore,sugarcane,2024-10-01,3.86,Sehore Mandi
mp_sehore,sugarcane,2024-11-01,3.2,Sehore Mandi
mp_sehore,sugarcane,2024-12-01,3.02,Sehore Mandi
mp_sehore,sugarcane,2025-01-01,3.36,Sehore Mandi
mp_sehore,sugarcane,2025-02-01,3.15,Sehore Mandi
mp_sehore,sugarcane,2025-03-01,3.4,Sehore Mandi
mp_sehore,sugarcane,2025-04-01,3.14,Sehore Mandi
mp_sehore,sugarcane,2025-05-01,3.66,Sehore Mandi
mp_sehore,sugarcane,2025-06-01,3.54,Sehore Mandi
mp_sehore,sugarcane,2025-07-01,3.38,Sehore Mandi
mp_sehore,sugarcane,2025-08-01,3.66,Sehore Mandi
mp_sehore,sugarcane,2025-09-01,3.05,Sehore Mandi
mp_sehore,sugarcane,2025-10-01,3.28,Sehore Mandi
mp_sehore,sugarcane,2025-11-01,3.62,Sehore Mandi
mp_sehore,sugarcane,2025-12-01,3.54,Sehore Mandi
mp_sehore,cotton,2024-01-01,60.82,Sehore Mandi
mp_sehore,cotton,2024-02-01,77.22,Sehore Mandi
mp_sehore,cotton,2024-03-01,70.34,Sehore Mandi
mp_sehore,cotton,2024-04-01,82.63,Sehore Mandi
mp_sehore,cotton,2024-05-01,73.25,Sehore Mandi
mp_sehore,cotton,2024-06-01,66.9,Sehore Mandi
mp_sehore,cotton,2024-07-01,66.76,Sehore Mandi
mp_sehore,cotton,2024-08-01,79.94,Sehore Mandi
mp_sehore,cotton,2024-09-01,76.51,Sehore Mandi
mp_sehore,cotton,2024-10-01,67.13,Sehore Mandi
mp_sehore,cotton,2024-11-01,68.15,Sehore Mandi
mp_sehore,cotton,2024-12-01,63.9,Sehore Mandi
mp_sehore,cotton,2025-01-01,84.01,Sehore Mandi
mp_sehore,cotton,2025-02-01,55.8,Sehore Mandi
mp_sehore,cotton,2025-03-01,83.65,Sehore Mandi
mp_sehore,cotton,2025-04-01,69.71,Sehore Mandi
mp_sehore,cotton,2025-05-01,62.68,Sehore Mandi
mp_sehore,cotton,2025-06-01,75.4,Sehore Mandi
mp_sehore,cotton,2025-07-01,59.4,Sehore Mandi
mp_sehore,cotton,2025-08-01,64.37,Sehore Mandi
mp_sehore,cotton,2025-09-01,68.06,Sehore Mandi
mp_sehore,cotton,2025-10-01,63.6,Sehore Mandi
mp_sehore,cotton,2025-11-01,82.86,Sehore Mandi
mp_sehore,cotton,2025-12-01,61.02,Sehore Mandi
mp_sehore,pulses,2024-01-01,64.21,Sehore Mandi
mp_sehore,pulses,2024-02-01,76.4,Sehore Mandi
mp_sehore,pulses,2024-03-01,83.01,Sehore Mandi
mp_sehore,pulses,2024-04-01,89.52,Sehore Mandi
mp_sehore,pulses,2024-05-01,74.59,Sehore Mandi
mp_sehore,pulses,2024-06-01,55.96,Sehore Mandi
mp_sehore,pulses,2024-07-01,72.14,Sehore Mandi
mp_sehore,pulses,2024-08-01,62.32,Sehore Mandi
mp_sehore,pulses,2024-09-01,80.88,Sehore Mandi
mp_sehore,pulses,2024-10-01,72.23,Sehore Mandi
mp_sehore,pulses,2024-11-01,68.53,Sehore Mandi
mp_sehore,pulses,2024-12-01,68.39,Sehore Mandi
mp_sehore,pulses,2025-01-01,60.92,Sehore Mandi
mp_sehore,pulses,2025-02-01,59.43,Sehore Mandi
mp_sehore,pulses,2025-03-01,68.9,Sehore Mandi
mp_sehore,pulses,2025-04-01,65.41,Sehore Mandi
mp_sehore,pulses,2025-05-01,66.42,Sehore Mandi
mp_sehore,pulses,2025-06-01,61.9,Sehore Mandi
mp_sehore,pulses,2025-07-01,75.12,Sehore Mandi
mp_sehore,pulses,2025-08-01,72.93,Sehore Mandi
mp_sehore,pulses,2025-09-01,70.07,Sehore Mandi
mp_sehore,pulses,2025-10-01,68.18,Sehore Mandi
mp_sehore,pulses,2025-11-01,67.54,Sehore Mandi
mp_sehore,pulses,2025-12-01,71.05,Sehore Mandi
mp_sehore,groundnut,2024-01-01,64.5,Sehore Mandi
mp_sehore,groundnut,2024-02-01,63.11,Sehore Mandi
mp_sehore,groundnut,2024-03-01,47.89,Sehore Mandi
mp_sehore,groundnut,2024-04-01,47.44,Sehore Mandi
mp_sehore,groundnut,2024-05-01,54.06,Sehore Mandi
mp_sehore,groundnut,2024-06-01,51.54,Sehore Mandi
mp_sehore,groundnut,2024-07-01,48.75,Sehore Mandi
mp_sehore,groundnut,2024-08-01,46.85,Sehore Mandi
mp_sehore,groundnut,2024-09-01,46.41,Sehore Mandi
mp_sehore,groundnut,2024-10-01,73.97,Sehore Mandi
mp_sehore,groundnut,2024-11-01,55.69,Sehore Mandi
mp_sehore,groundnut,2024-12-01,61.1,Sehore Mandi
mp_sehore,groundnut,2025-01-01,60.79,Sehore Mandi
mp_sehore,groundnut,2025-02-01,73.98,Sehore Mandi
mp_sehore,groundnut,2025-03-01,45.88,Sehore Mandi
mp_sehore,groundnut,2025-04-01,56.3,Sehore Mandi
mp_sehore,groundnut,2025-05-01,67.55,Sehore Mandi
mp_sehore,groundnut,2025-06-01,61.09,Sehore Mandi
mp_sehore,groundnut,2025-07-01,67.62,Sehore Mandi
mp_sehore,groundnut,2025-08-01,62.76,Sehore Mandi
mp_sehore,groundnut,2025-09-01,48.19,Sehore Mandi
mp_sehore,groundnut,2025-10-01,46.91,Sehore Mandi
mp_sehore,groundnut,2025-11-01,67.86,Sehore Mandi
mp_sehore,groundnut,2025-12-01,53.89,Sehore Mandi
mp_sehore,soybean,2024-01-01,64.11,Sehore Mandi
mp_sehore,soybean,2024-02-01,65.33,Sehore Mandi
mp_sehore,soybean,2024-03-01,52.2,Sehore Mandi
mp_sehore,soybean,2024-04-01,65.75,Sehore Mandi
mp_sehore,soybean,2024-05-01,64.19,Sehore Mandi
mp_sehore,soybean,2024-06-01,48.15,Sehore Mandi
mp_sehore,soybean,2024-07-01,47.82,Sehore Mandi
mp_sehore,soybean,2024-08-01,52.68,Sehore Mandi
mp_sehore,soybean,2024-09-01,58.11,Sehore Mandi
mp_sehore,soybean,2024-10-01,61.84,Sehore Mandi
mp_sehore,soybean,2024-11-01,50.43,Sehore Mandi
mp_sehore,soybean,2024-12-01,69.08,Sehore Mandi
mp_sehore,soybean,2025-01-01,41.62,Sehore Mandi
mp_sehore,soybean,2025-02-01,58.02,Sehore Mandi
mp_sehore,soybean,2025-03-01,58.69,Sehore Mandi
mp_sehore,soybean,2025-04-01,69.52,Sehore Mandi
mp_sehore,soybean,2025-05-01,66.19,Sehore Mandi
mp_sehore,soybean,2025-06-01,69.27,Sehore Mandi
mp_sehore,soybean,2025-07-01,45.75,Sehore Mandi
mp_sehore,soybean,2025-08-01,59.41,Sehore Mandi
mp_sehore,soybean,2025-09-01,63.91,Sehore Mandi
mp_sehore,soybean,2025-10-01,67.75,Sehore Mandi
mp_sehore,soybean,2025-11-01,43.56,Sehore Mandi
mp_sehore,soybean,2025-12-01,62.54,Sehore Mandi
punjab_ludhiana,rice,2024-01-01,24.68,Ludhiana Mandi
punjab_ludhiana,rice,2024-02-01,19.93,Ludhiana Mandi
punjab_ludhiana,rice,2024-03-01,18.78,Ludhiana Mandi
punjab_ludhiana,rice,2024-04-01,24.45,Ludhiana Mandi
punjab_ludhiana,rice,2024-05-01,24.11,Ludhiana Mandi
punjab_ludhiana,rice,2024-06-01,25.1,Ludhiana Mandi
punjab_ludhiana,rice,2024-07-01,21.49,Ludhiana Mandi
punjab_ludhiana,rice,2024-08-01,22.35,Ludhiana Mandi
punjab_ludhiana,rice,2024-09-01,19.14,Ludhiana Mandi
punjab_ludhiana,rice,2024-10-01,18.13,Ludhiana Mandi
punjab_ludhiana,rice,2024-11-01,29.94,Ludhiana Mandi
punjab_ludhiana,rice,2024-12-01,23.82,Ludhiana Mandi
punjab_ludhiana,rice,2025-01-01,29.06,Ludhiana Mandi
punjab_ludhiana,rice,2025-02-01,25.02,Ludhiana Mandi
punjab_ludhiana,rice,2025-03-01,24.18,Ludhiana Mandi
punjab_ludhiana,rice,2025-04-01,26.11,Ludhiana Mandi
punjab_ludhiana,rice,2025-05-01,23.1,Ludhiana Mandi
punjab_ludhiana,rice,2025-06-01,19.86,Ludhiana Mandi
punjab_ludhiana,rice,2025-07-01,24.94,Ludhiana Mandi
punjab_ludhiana,rice,2025-08-01,28.45,Ludhiana Mandi
punjab_ludhiana,rice,2025-09-01,19.73,Ludhiana Mandi
punjab_ludhiana,rice,2025-10-01,25.9,Ludhiana Mandi
punjab_ludhiana,rice,2025-11-01,29.69,Ludhiana Mandi
punjab_ludhiana,rice,2025-12-01,23.0,Ludhiana Mandi
punjab_ludhiana,wheat,2024-01-01,21.83,Ludhiana Mandi
punjab_ludhiana,wheat,2024-02-01,24.23,Ludhiana Mandi
punjab_ludhiana,wheat,2024-03-01,22.77,Ludhiana Mandi
punjab_ludhiana,wheat,2024-04-01,24.27,Ludhiana Mandi
punjab_ludhiana,wheat,2024-05-01,27.55,Ludhiana Mandi
punjab_ludhiana,wheat,2024-06-01,24.88,Ludhiana Mandi
punjab_ludhiana,wheat,2024-07-01,25.02,Ludhiana Mandi
punjab_ludhiana,wheat,2024-08-01,29.9,Ludhiana Mandi
punjab_ludhiana,wheat,2024-09-01,24.4,Ludhiana Mandi
punjab_ludhiana,wheat,2024-10-01,30.94,Ludhiana Mandi
punjab_ludhiana,wheat,2024-11-01,29.7,Ludhiana Mandi
punjab_ludhiana,wheat,2024-12-01,29.97,Ludhiana Mandi
punjab_ludhiana,wheat,2025-01-01,25.11,Ludhiana Mandi
punjab_ludhiana,wheat,2025-02-01,22.74,Ludhiana Mandi
punjab_ludhiana,wheat,2025-03-01,28.21,Ludhiana Mandi
punjab_ludhiana,wheat,2025-04-01,20.47,Ludhiana Mandi
punjab_ludhiana,wheat,2025-05-01,30.19,Ludhiana Mandi
punjab_ludhiana,wheat,2025-06-01,26.62,Ludhiana Mandi
punjab_ludhiana,wheat,2025-07-01,26.02,Ludhiana Mandi
punjab_ludhiana,wheat,2025-08-01,24.44,Ludhiana Mandi
punjab_ludhiana,wheat,2025-09-01,23.69,Ludhiana Mandi
punjab_ludhiana,wheat,2025-10-01,31.32,Ludhiana Mandi
punjab_ludhiana,wheat,2025-11-01,22.91,Ludhiana Mandi
punjab_ludhiana,wheat,2025-12-01,25.01,Ludhiana Mandi
punjab_ludhiana,maize,2024-01-01,17.01,Ludhiana Mandi
punjab_ludhiana,maize,2024-02-01,23.4,Ludhiana Mandi
punjab_ludhiana,maize,2024-03-01,25.91,Ludhiana Mandi
punjab_ludhiana,maize,2024-04-01,24.13,Ludhiana Mandi
punjab_ludhiana,maize,2024-05-01,15.17,Ludhiana Mandi
punjab_ludhiana,maize,2024-06-01,19.63,Ludhiana Mandi
punjab_ludhiana,maize,2024-07-01,24.68,Ludhiana Mandi
punjab_ludhiana,maize,2024-08-01,16.14,Ludhiana Mandi
punjab_ludhiana,maize,2024-09-01,16.32,Ludhiana Mandi
punjab_ludhiana,maize,2024-10-01,16.63,Ludhiana Mandi
punjab_ludhiana,maize,2024-11-01,24.65,Ludhiana Mandi
punjab_ludhiana,maize,2024-12-01,20.69,Ludhiana Mandi
punjab_ludhiana,maize,2025-01-01,18.23,Ludhiana Mandi
punjab_ludhiana,maize,2025-02-01,18.84,Ludhiana Mandi
punjab_ludhiana,maize,2025-03-01,22.64,Ludhiana Mandi
punjab_ludhiana,maize,2025-04-01,16.21,Ludhiana Mandi
punjab_ludhiana,maize,2025-05-01,21.45,Ludhiana Mandi
punjab_ludhiana,maize,2025-06-01,15.21,Ludhiana Mandi
punjab_ludhiana,maize,2025-07-01,19.77,Ludhiana Mandi
